number;dtscore;dtscore_aux;dtscoreco;dtscoreco_aux;edad;IBC;labor;calificacion;ingresos;pendeuda;co;credito;yeardde;tinteres;ncuotas;genero;cuota;capacidad;antiguedad_laboral;estrato;tipo_vivienda;nivel_educativo;creditos_activos;personas_hogar;eactual
702;705;0;805;0;27;5.1;EMPLEADO ;C1;2000000;0.19;1;11445000;2023;0.026;72; MUJER;332280;0.2;6;2;arriendo;media;2;3;0
703;746;0;-999;1;43;5.2;EMPLEADO ;B1;;0.21;0;7045000;2025;0.0187;72;HOMBRE;185400;0.09;20;4;propia;superior;1;2;1
704;-999;1;881;0;21;6.2;EMPLEADO ;C1;2050000;0;0;5045000;2025;0.0187;12;MUJER;361280;0.23;1;1;arriendo;basica;2;4;1
705;729;0;-999;1;29;6.5;INDEPENDIENTE;B1;5100000;0.23;1;15045000;2025;0.0187;48;HOMBRE ;476350;0.15;8;3;propia;superior;1;3;0
706;746;0;760;0;21;5;INDEPENDIENTE;C1;2100000;0.24;0;13545000;2025;0.0187;48;MUJER;438872;0.27;1;1;arriendo;basica;2;4;0
707;713;0;725;0;32;7.3;EMPLEADO ;C1;2200000;0;1;16045000;2023;0.031;60; HOMBRE;559508;0.18;8;3;propia_pagando;tecnica/tecnologica;2;3;0
708;685;0;-999;1;22;5.6;EMPLEADO ;B1;1300000;0.08;0;1,00E+07;2023;0.027;72; MUJER;350281;0.25;1;1;propia_pagando;basica;2;4;0
709;661;0;-999;1;33;7.4;EMPLEADO ;B1;5700000;0;0;13772000;2024;0.0197;48;HOMBRE;432182;0.07;8;3;propia_pagando;tecnica/tecnologica;3;4;0
710;809;0;-999;1;42;6.4;EMPLEADO ;B1;2950000;0.55;0;12545000;2025;0.016;48;HOMBRE;332280;0.16;15;4;propia;superior;1;3;0
711;-999;1;830;0;23;6.2;EMPLEADO ;C1;1900000;0;1;9,00E+06;2024;0.0215;72; HOMBRE;337164;0.19;2;2;arriendo;media;2;3;0
712;717;0;-999;1;46;5.9;EMPLEADO ;B1;2500000;0.05;0;10045000;2024;0.0197;28;HOMBRE;373400;0.15;17;4;propia;superior;1;3;0
713;770;0;706;0;25;6.5;EMPLEADO ;C1;3000000;0.2;0;1,10E+07;2025;0.019;72;HOMBRE;332280;0.11;4;;propia_pagando;tecnica/tecnologica;2;3;1
714;769;0;-999;1;21;5.2;EMPLEADO ;B1;1800000;0.25;0;9245000;2024;0.0208;40;HOMBRE;283137;0.13;1;1;propia_pagando;basica;2;4;0
715;716;0;-999;1;30;5.1;EMPLEADO ;B1;2600000;0;0;8347000;2023;0.026;36; HOMBRE;450289;0.17;4;2;propia_pagando;tecnica/tecnologica;2;3;0
716;750;0;-999;1;25;7.2;INDEPENDIENTE;B1;4000000;0.06;0;14562200;2023;0.03;32; HOMBRE;570680;0.16;4;2;propia_pagando;tecnica/tecnologica;2;4;0
717;741;0;-999;1;34;6.3;EMPLEADO ;B1;;0.14;0;9845000;2025;0.019;36;HOMBRE;426952;0.22;9;3;propia;tecnica/tecnologica;1;3;0
718;289;0;731;0;24;6.5;EMPLEADO ;C1;1400000;0.02;1;5802000;2022;0.0235;24; MUJER;412426;0.25;4;2;propia_pagando;superior;1;3;0
719;714;0;-999;1;46;5.9;INDEPENDIENTE;B1;7000000;0.04;0;10169999;2024;0.0197;12;HOMBRE;460786;0.08;20;4;propia;superior;1;3;1
720;789;0;-999;1;33;7.5;EMPLEADO ;B1;4000000;0.18;0;13772000;2024;0.0208;18;HOMBRE;570680;0.15;8;4;propia_pagando;superior;1;3;0
721;690;0;638;0;20;5.5;EMPLEADO ;C1;1800000;0.27;1;15045000;2024;0.025;48; MUJER;488142;0.32;2;1;arriendo;media;2;2;0
722;736;0;-999;1;32;7.1;INDEPENDIENTE;B1;2350000;0;0;14562200;2024;0.025;72; HOMBRE;427412;0.17;9;;propia;tecnica/tecnologica;1;3;0
723;765;0;-999;1;23;6.5;EMPLEADO ;B1;2200000;0.17;0;15045000;2025;0.0187;36;HOMBRE ;845000;0.25;2;1;arriendo;media;2;3;0
724;402;0;700;0;37;5.7;EMPLEADO ;C1;2500000;0.35;1;2,40E+07;2022;0.022;72; HOMBRE;603037;0.29;8;4;propia_pagando;tecnica/tecnologica;2;4;0
725;-999;1;639;0;21;6.7;EMPLEADO ;C1;3000000;0.02;1;16929000;2024;0.0197;72;HOMBRE;485639;0.16;1;1;arriendo;basica;2;4;0
726;771;0;-999;1;35;7;EMPLEADO ;B1;2300000;0;0;11595000;2025;0.0187;63;HOMBRE;303002;0.17;8;2;propia_pagando;tecnica/tecnologica;2;4;0
727;744;0;-999;1;26;7.5;EMPLEADO ;B1;1900000;0;0;16433000;2025;0.019;72;HOMBRE;444501;0.21;3;1;arriendo;media;2;3;0
728;762;0;-999;1;22;6.5;EMPLEADO ;B1;3500000;0;1;10835000;2025;0.0187;24;HOMBRE;533006;0.11;2;;arriendo;media;2;3;1
729;727;0;820;0;22;5.2;INDEPENDIENTE;C1;1500000;0;0;11595000;2025;0.0187;36;HOMBRE ;373400;0.16;2;1;arriendo;basica;2;2;0
730;800;0;-999;1;33;5.3;EMPLEADO ;B1;2150000;0.2;0;16667523;2025;0.016;72;MUJER;536500;0.18;1;;propia_pagando;basica;3;4;0
731;695;0;-999;1;44;5.9;EMPLEADO ;B1;3800000;0;1;10050000;2024;0.0197;36;MUJER;388913;0.08;17;4;propia;media;1;3;0
732;713;0;422;0;28;4.5;EMPLEADO ;B1;;0;1;4600000;2023;0.031;12; HOMBRE;423904;0.21;8;2;propia_pagando;tecnica/tecnologica;2;3;0
733;682;0;-999;1;34;6.1;EMPLEADO ;B1;3900000;0;0;14369999;2025;0.0187;48;HOMBRE;437800;0.11;8;3;arriendo;media;2;3;0
734;818;0;-999;1;42;7.2;EMPLEADO ;B1;4000000;0.33;1;13225000;2024;0.0215;60; HOMBRE;362442;0.09;13;3;propia;tecnica/tecnologica;1;4;0
735;625;0;769;0;37;6.4;EMPLEADO ;B1;2000000;0.05;1;1,10E+07;2023;0.031;72; HOMBRE;415060;0.23;13;;propia;tecnica/tecnologica;1;3;0
736;733;0;-999;1;29;8.1;EMPLEADO ;B1;4200000;0.23;0;19045000;2025;0.0187;48;MUJER;508021;0.11;6;2;propia;superior;1;2;0
737;558;0;802;0;35;7.3;EMPLEADO ;C1;1600000;0;1;10580000;2023;0.03;72; HOMBRE;343307;0.16;12;3;propia;tecnica/tecnologica;1;3;0
738;685;0;661;0;22;5.1;INDEPENDIENTE;C1;1250000;0.01;1;5802000;2022;0.022;36; HOMBRE;215945;0.11;2;1;arriendo;media;2;2;0
739;626;0;769;0;23;5.4;EMPLEADO ;C1;1000000;0;1;9174000;2023;0.031;60; HOMBRE;383913;0.26;1;1;arriendo;basica;3;4;0
740;739;0;-999;1;40;7.4;EMPLEADO ;B1;4100000;0.17;0;14045000;2025;0.0187;36;HOMBRE ;550772;0.14;15;4;propia;superior;1;3;0
741;754;0;-999;1;38;7.4;EMPLEADO ;B1;2700000;0.06;0;14045000;2024;0.0197;50;HOMBRE;446838;0.16;11;2;propia_pagando;superior;1;3;0
742;750;0;-999;1;31;6.4;INDEPENDIENTE;B1;1840000;0;0;12920000;2023;0.03;48; HOMBRE;437250;0.18;9;3;propia_pagando;tecnica/tecnologica;2;4;0
743;683;0;-999;1;22;5.9;EMPLEADO ;B1;2200000;0.21;0;11045000;2025;0.019;36;HOMBRE;454713;0.2;2;1;arriendo;media;2;2;1
744;701;0;755;0;20;5;EMPLEADO ;B1;1423500;0.38;1;13545000;2025;0.0187;72;MUJER;390466;0.25;1;1;arriendo;basica;2;4;0
745;694;0;-999;1;28;5.9;EMPLEADO ;B1;2198000;0.27;0;11045000;2023;0.03;60; HOMBRE;415060;0.17;7;2;propia_pagando;tecnica/tecnologica;2;4;0
746;-999;1;830;0;42;5.5;INDEPENDIENTE;C1;1800000;0.21;1;10970000;2023;0.031;36; MUJER;454713;0.26;3;;propia_pagando;basica;3;4;0
747;746;0;-999;1;30;5.6;EMPLEADO ;B1;4100000;0.46;0;1,10E+07;2025;0.016;24;HOMBRE;426952;0.08;8;3;propia_pagando;media;2;3;0
748;711;0;-999;1;28;7.3;EMPLEADO ;B1;1900000;0;0;14045000;2024;0.0197;63;HOMBRE;346300;0.16;5;2;propia_pagando;superior;1;3;1
749;708;0;-999;1;60;7.1;INDEPENDIENTE;B1;1126000;0;0;11924000;2023;0.03;48; HOMBRE;403089;0.24;25;4;propia_pagando;media;2;3;0
750;714;0;-999;1;22;7.4;EMPLEADO ;B1;1400000;0.02;0;16045000;2024;0.0197;48;HOMBRE;476350;0.26;2;1;arriendo;media;2;2;0
751;321;0;860;0;27;7;EMPLEADO ;C1;1900000;0;1;10450000;2024;0.023;50; HOMBRE;338556;0.2;6;2;propia_pagando;superior;1;3;0
752;350;0;764;0;24;5.9;EMPLEADO ;C1;2298000;0.05;1;9545000;2022;0.0235;60; HOMBRE;377401;0.17;4;2;propia_pagando;media;2;4;1
753;503;0;782;0;29;6.4;EMPLEADO ;C1;5700000;0.06;1;13545000;2025;0.0187;48;HOMBRE ;422699;0.08;6;2;propia_pagando;tecnica/tecnologica;2;4;0
754;693;0;-999;1;26;6.3;EMPLEADO ;B1;;0;0;10045000;2025;0.0187;60;HOMBRE;306438;0.16;4;;propia_pagando;tecnica/tecnologica;2;3;0
755;733;0;-999;1;24;6.5;EMPLEADO ;B1;1300000;0;0;16433000;2025;0.0187;72;HOMBRE ;504958;0.48;3;1;arriendo;media;2;3;0
756;769;0;-999;1;24;5.2;EMPLEADO ;B1;1400000;0.14;0;9245000;2024;0.0208;24;HOMBRE;488850;0.31;3;1;arriendo;media;2;3;1
757;737;0;-999;1;24;5.8;EMPLEADO ;B1;1600000;0.14;0;6359000;2022;0.018;36; MUJER;244452;0.17;3;1;arriendo;media;2;2;0
758;849;0;-999;1;31;5;INDEPENDIENTE;B1;1200000;0;0;12920000;2023;0.031;72; HOMBRE;559508;0.23;8;3;propia_pagando;tecnica/tecnologica;2;3;0
759;-999;1;782;0;23;5.9;EMPLEADO ;C1;3300000;0.55;1;10050000;2024;0.025;36; HOMBRE;426952;0.15;2;1;arriendo;media;2;2;0
760;756;0;-999;1;28;5.3;EMPLEADO ;C1;2600000;0.32;0;13045000;2025;0.0187;48;HOMBRE;467250;0.16;6;2;propia_pagando;media;2;3;1
761;749;0;-999;1;32;5.8;INDEPENDIENTE;B1;2800000;0;0;11884000;2024;0.023;72; HOMBRE;377401;0.17;8;3;propia_pagando;tecnica/tecnologica;2;3;1
762;699;0;-999;1;28;5.9;EMPLEADO ;B1;;0.1;0;8170000;2025;0.0187;36;HOMBRE ;236021;0.11;6;2;arriendo;media;2;3;0
763;745;0;726;0;20;5.3;EMPLEADO ;C1;2000000;0.05;1;16045000;2024;0.025;48; HOMBRE;488142;0.33;2;1;arriendo;media;2;2;0
764;686;0;-999;1;25;5.2;EMPLEADO ;B1;3770000;0.02;0;10945000;2024;0.0208;48;HOMBRE;373414;0.11;3;1;arriendo;media;2;3;0
765;771;0;-999;1;40;7.5;EMPLEADO ;B1;1100000;0;0;10045000;2025;0.0187;36;HOMBRE ;505230;0.36;11;3;propia;tecnica/tecnologica;1;3;0
766;711;0;-999;1;38;8;EMPLEADO ;B1;3500000;0.01;0;13545000;2024;0.0197;36;HOMBRE;548474;0.13;16;3;propia;superior;1;2;0
767;776;0;-999;1;22;4.8;EMPLEADO ;B1;;0;0;13545000;2025;0.0187;48;HOMBRE ;422699;0.19;2;1;arriendo;media;2;2;0
768;-999;1;830;0;23;7.3;EMPLEADO ;C1;2300000;0.13;1;12945000;2024;0.025;60; HOMBRE;418006;0.17;2;1;arriendo;media;2;2;0
769;726;0;776;0;22;5.3;EMPLEADO ;C1;1600000;0.61;1;13420000;2024;0.023;48; HOMBRE;465197;0.26;2;;arriendo;media;2;2;0
770;694;0;761;0;20;5.7;EMPLEADO ;C1;2800000;0.13;1;17045000;2024;0.023;36; HOMBRE;978516;0.29;2;1;arriendo;media;2;2;0
771;740;0;-999;1;28;6.8;EMPLEADO ;B1;2800000;0.1;0;6434000;2025;0.019;24;MUJER;361280;0.11;6;2;propia_pagando;tecnica/tecnologica;2;4;0
772;718;0;-999;1;43;6.6;EMPLEADO ;B1;3500000;0.23;0;14369999;2025;0.0187;48;HOMBRE;446838;0.13;20;4;propia;superior;1;3;0
773;-999;1;830;0;69;6.3;EMPLEADO ;C1;1026000;0;1;8184000;2023;0.031;36; HOMBRE;326210;0.22;12;3;propia;tecnica/tecnologica;1;3;0
774;392;0;700;0;28;7.9;EMPLEADO ;C1;1600000;0.06;1;3,00E+06;2022;0.022;36; MUJER;280510;0.13;3;1;propia_pagando;basica;3;4;0
775;-999;1;804;0;21;6;EMPLEADO ;C1;1900000;0;1;9202750;2024;0.025;60; HOMBRE;434354;0.22;2;1;arriendo;media;2;2;0
776;800;0;-999;1;54;6.1;EMPLEADO ;B1;;0.06;0;12775000;2025;0.0187;72;HOMBRE ;296986;0.2;20;4;propia;superior;1;2;1
777;784;0;-999;1;29;5.9;INDEPENDIENTE;B1;2300000;0.41;0;6925500;2022;0.022;24; HOMBRE;571290;0.31;6;2;propia_pagando;media;2;4;0
778;720;0;667;0;20;6;EMPLEADO ;B1;1260000;0;1;8124000;2024;0.025;36; HOMBRE;215945;0.23;1;1;propia_pagando;basica;2;4;0
779;678;0;-999;1;22;5.6;EMPLEADO ;B1;1600000;0.1;0;12920000;2023;0.031;69; HOMBRE;600648;0.27;2;;arriendo;media;2;2;0
780;818;0;767;0;45;7.2;EMPLEADO ;C1;3000000;0;1;7045000;2024;0.0215;12; HOMBRE;330955;0.12;20;4;propia;superior;1;2;0
781;702;0;-999;1;33;6.5;EMPLEADO ;B1;3000000;0.18;0;15054000;2025;0.0187;72;HOMBRE ;397946;0.13;8;3;propia_pagando;tecnica/tecnologica;2;4;1
782;750;0;-999;1;37;5.8;INDEPENDIENTE;B1;2300000;0;0;10580000;2023;0.03;48; MUJER;365973;0.18;13;3;propia;media;1;4;1
783;752;0;-999;1;37;5.1;EMPLEADO ;B1;3300000;0.24;0;14704000;2024;0.023;36; HOMBRE;845000;0.25;2;1;propia_pagando;basica;3;4;1
784;733;0;-999;1;20;5.8;EMPLEADO ;B1;2400000;0.17;0;13245000;2025;0.0187;48;HOMBRE ;438100;0.19;1;1;arriendo;basica;2;4;0
785;718;0;-999;1;31;8.5;INDEPENDIENTE;B1;;0.07;0;18045000;2023;0.031;60; HOMBRE;649450;0.25;9;4;propia_pagando;superior;1;3;0
786;726;0;-999;1;35;5.1;INDEPENDIENTE;B1;7000000;0.31;0;16274000;2024;0.0208;36;HOMBRE;558130;0.02;7;2;propia;superior;1;3;0
787;732;0;-999;1;23;6.5;EMPLEADO ;B1;660000;0;0;10580000;2023;0.03;72; HOMBRE;315410;0.35;2;1;arriendo;media;2;3;0
788;-999;1;782;0;29;6.6;EMPLEADO ;C1;4000000;0.11;0;17025000;2025;0.0187;71;HOMBRE ;444501;0.11;7;2;propia_pagando;tecnica/tecnologica;2;4;0
789;776;0;-999;1;22;5.4;EMPLEADO ;B1;2500000;0.07;0;13545000;2025;0.0187;48;HOMBRE ;467250;0.2;3;1;arriendo;media;2;2;0
790;626;0;745;0;25;5.7;EMPLEADO ;C1;1600000;0.25;1;13112000;2023;0.031;60; HOMBRE;437250;0.28;3;1;arriendo;media;2;3;0
791;-999;1;817;0;21;7;EMPLEADO ;B1;2100000;0.05;1;11440000;2025;0.0187;72;HOMBRE;296986;0.18;1;;propia_pagando;basica;2;4;0
792;727;0;-999;1;24;5.3;EMPLEADO ;B1;1300000;0.25;0;13420000;2025;0.0187;72;MUJER;375234;0.24;3;1;arriendo;media;2;3;0
793;619;0;587;0;20;5.1;EMPLEADO ;C1;;0.46;1;13545000;2024;0.023;60; MUJER;418006;0.27;1;1;arriendo;basica;3;4;0
794;819;0;-999;1;42;6.4;EMPLEADO ;B1;3100000;0;0;9545000;2024;0.025;48; HOMBRE;434354;0.16;14;3;propia;tecnica/tecnologica;1;3;0
795;776;0;-999;1;31;7;INDEPENDIENTE;B1;2900000;0.55;0;13545000;2025;0.0187;48;MUJER;446838;0.14;9;2;propia_pagando;tecnica/tecnologica;2;4;1
796;800;0;-999;1;31;6.8;EMPLEADO ;B1;2600000;0.21;0;9545000;2025;0.0187;36;HOMBRE ;533006;0.18;9;3;propia;tecnica/tecnologica;1;3;0
797;625;0;813;0;28;5.7;EMPLEADO ;B1;1600000;0.01;1;9,00E+06;2023;0.031;72; HOMBRE;350281;0.25;6;1;propia_pagando;tecnica/tecnologica;2;3;1
798;702;0;-999;1;33;4.3;EMPLEADO ;C1;1400000;0.12;0;8045000;2025;0.0187;15;HOMBRE;571290;0.48;9;3;propia_pagando;media;2;3;1
799;709;0;-999;1;30;7;INDEPENDIENTE;B1;7200000;0.91;0;26045000;2024;0.025;48; HOMBRE;901773;0.1;8;;propia;superior;1;3;0
800;698;0;-999;1;43;6.9;INDEPENDIETE;B1;2700000;0.1;1;13384000;2025;0.0187;48;HOMBRE;438872;0.18;18;4;propia;superior;1;2;0
801;748;0;-999;1;29;5.1;EMPLEADO ;B1;7200000;0.31;0;11445000;2025;0.0187;24;HOMBRE ;485858;0.08;8;3;propia;superior;1;3;1
802;769;0;-999;1;27;5.2;EMPLEADO ;B1;;0.03;0;12775000;2024;0.0215;72;HOMBRE;377401;0.25;8;3;propia_pagando;tecnica/tecnologica;2;4;0
803;634;0;-999;1;60;5.1;EMPLEADO ;B1;;0;0;10045000;2023;0.03;36; HOMBRE;430400;0.28;12;3;propia;tecnica/tecnologica;1;3;0
804;728;0;-999;1;25;4.8;EMPLEADO ;B1;1350000;0.03;0;8045000;2024;0.0208;24;MUJER;361280;0.24;4;;propia_pagando;tecnica/tecnologica;2;3;0
805;683;0;-999;1;41;5.9;EMPLEADO ;B1;4700000;0;0;14065000;2025;0.0187;48;HOMBRE ;438871;0.11;18;4;propia;superior;1;2;1
806;792;0;-999;1;38;6.5;INDEPENDIENTE;B1;1243214;0.08;0;11885000;2023;0.031;72; HOMBRE;423918;0.22;9;3;propia;tecnica/tecnologica;1;3;0
807;763;0;-999;1;21;6.3;EMPLEADO ;B1;990000;0;0;7645000;2024;0.0208;43;HOMBRE;327931;0.2;1;1;propia_pagando;basica;2;4;0
808;752;0;762;0;28;5.4;EMPLEADO ;C1;2400000;0.16;1;2,40E+07;2022;0.0235;48; HOMBRE;2036384;0.29;2;1;propia;basica;2;4;0
809;676;0;-999;1;34;6.3;EMPLEADO ;C1;1600000;0.02;0;13134000;2025;0.0187;48;HOMBRE ;445962;0.28;8;;propia_pagando;tecnica/tecnologica;2;3;0
810;683;0;-999;1;34;6.5;EMPLEADO ;B1;5200000;0.31;0;11634000;2025;0.0187;24;HOMBRE ;556731;0.12;8;4;arriendo;media;3;3;0
811;634;0;-999;1;28;4.9;EMPLEADO ;B1;;0.27;1;6695000;2023;0.027;24; HOMBRE;571290;0.19;5;1;propia_pagando;tecnica/tecnologica;2;3;0
812;747;0;-999;1;24;6.7;EMPLEADO ;B1;2300000;0;0;16045000;2024;0.0215;48;MUJER;476350;0.16;3;1;arriendo;media;2;3;0
813;778;0;-999;1;41;7.5;EMPLEADO ;B1;2500000;0.04;0;12545000;2025;0.019;48;HOMBRE;358360;0.14;9;4;propia;tecnica/tecnologica;1;4;0
814;-999;1;831;0;27;5.9;EMPLEADO ;C1;3300000;0.23;1;9545000;2024;0.0197;36;HOMBRE;304118;0.08;5;2;propia_pagando;media;2;3;0
815;-999;1;740;0;21;5.2;EMPLEADO ;C1;1200000;0.24;1;6684000;2025;0.0187;36;HOMBRE;317800;0.2;1;1;propia_pagando;basica;2;4;0
816;818;0;-999;1;45;7.5;EMPLEADO ;B1;2500000;0.28;0;8654000;2024;0.0215;48;MUJER;325489;0.16;18;4;propia;superior;1;3;0
817;781;0;-999;1;29;6.3;EMPLEADO ;B1;2000000;0;0;11595000;2025;0.0187;48;HOMBRE ;360530;0.17;3;;propia_pagando;media;2;4;1
818;715;0;-999;1;21;5.1;EMPLEADO ;B1;2000000;0.07;1;13420000;2024;0.025;60; HOMBRE;429330;0.21;2;1;arriendo;media;2;2;0
819;726;0;-999;1;32;8;EMPLEADO ;B1;;0;0;12284000;2024;0.023;72; HOMBRE;358632;0.15;9;3;propia;superior;1;3;0
820;717;0;-999;1;49;5.9;INDEPENDIENTE;B1;7200000;0.02;0;4545000;2024;0.0197;24;HOMBRE;330955;0.08;20;4;propia;media;1;3;0
821;289;0;834;0;30;5.9;EMPLEADO ;C1;2350000;0.14;1;4545000;2022;0.018;24; MUJER;253364;0.08;6;1;propia_pagando;media;2;4;0
822;-999;1;740;0;35;6.9;EMPLEADO ;C1;4400000;0;1;16045000;2025;0.0187;48;HOMBRE;488150;0.11;10;;propia_pagando;tecnica/tecnologica;2;3;0
823;764;0;-999;1;30;5.2;EMPLEADO ;B1;2000000;0;0;1,60E+07;2024;0.025;50; HOMBRE;488142;0.25;5;2;propia_pagando;media;2;4;0
824;-999;1;741;0;21;5.1;EMPLEADO ;C1;1100000;0.24;1;11440000;2025;0.0187;60;HOMBRE;351088;0.25;1;1;arriendo;basica;2;4;0
825;683;0;-999;1;46;6.1;EMPLEADO ;B1;6600000;0.35;0;11045000;2025;0.0187;12;HOMBRE;485858;0.04;20;4;propia;superior;1;3;1
826;750;0;-999;1;22;7.4;EMPLEADO ;B1;1600000;0;0;11737300;2025;0.019;72;HOMBRE;348174;0.24;3;1;arriendo;media;2;3;1
827;682;0;-999;1;30;6.3;EMPLEADO ;B1;5700000;0.31;0;1,10E+07;2025;0.0187;36;HOMBRE;485858;0.07;8;3;propia;superior;1;3;0
828;800;0;-999;1;37;5.3;EMPLEADO ;B1;4349395;0.2;0;14704000;2025;0.0187;36;HOMBRE ;550772;0.11;1;1;propia_pagando;basica;3;4;0
829;750;0;-999;1;34;5.5;INDEPENDIENTE;C1;;0;0;13624000;2023;0.03;72; HOMBRE;600648;0.31;2;1;propia_pagando;basica;3;4;0
830;703;0;-999;1;30;5.6;INDEPENDIETE;B1;3500000;0.18;0;13545000;2025;0.0187;48;HOMBRE;438872;0.18;8;3;propia_pagando;tecnica/tecnologica;2;3;0
831;766;0;-999;1;32;7.3;EMPLEADO ;B1;2600000;0.15;0;17035000;2025;0.0187;72;HOMBRE ;496850;0.19;8;;propia_pagando;tecnica/tecnologica;2;4;0
832;-999;1;830;0;27;6.5;EMPLEADO ;C1;1600000;0.38;1;10970000;2024;0.025;72; HOMBRE;332280;0.22;6;2;propia_pagando;superior;1;3;0
833;503;0;729;0;35;6.8;INDEPENDIENTE;C1;6500000;0.31;0;26045000;2025;0.0187;48;HOMBRE;797864;0.1;12;3;propia_pagando;superior;1;3;0
834;746;0;-999;1;41;7.6;EMPLEADO ;B1;2300000;0.21;0;13545000;2025;0.0187;48;MUJER;438100;0.18;15;4;propia;superior;1;3;0
835;739;0;-999;1;23;5.8;EMPLEADO ;B1;2500000;0.2;1;13245000;2025;0.0187;48;HOMBRE ;445962;0.16;2;1;arriendo;tecnica/tecnologica;2;2;0
