number;dtscore;dtscore_aux;dtscoreco;dtscoreco_aux;edad;IBC;labor;calificacion;ingresos;pendeuda;co;credito;yeardde;tinteres;ncuotas;genero;cuota;capacidad;antiguedad_laboral;estrato;tipo_vivienda;nivel_educativo;creditos_activos;personas_hogar;eactual
218;771;0;-999;1;32;6.7;INDEPENDIETE;B1;2900000;0.04;0;13742300;2025;0.019;72;HOMBRE;361500;0.15;7;2;propia_pagando;tecnica/tecnologica;2;3;0
219;778;0;-999;1;22;5.4;EMPLEADO ;B1;2525000;0;0;1,10E+07;2025;0.019;48;HOMBRE;360530;0.14;2;1;arriendo;media;2;2;0
220;737;0;755;0;31;5.6;EMPLEADO ;C1;1900000;0.24;1;9204000;2025;0.019;72;HOMBRE;242100;0.15;7;2;propia_pagando;media;1;3;0
221;691;0;-999;1;32;6.3;EMPLEADO ;B1;2520720;0.18;0;12545000;2025;0.016;72;HOMBRE;303480;0.11;7;2;propia_pagando;tecnica/tecnologica;2;3;0
222;741;0;-999;1;39;6.8;EMPLEADO;B1;6600000;0.55;0;14369999;2025;0.016;72;MUJER;303480;0.04;15;4;propia;superior;1;3;0
223;698;0;-999;1;20;5.1;EMPLEADO ;B1;1423500;0.25;0;12545000;2025;0.016;72;HOMBRE;303480;0.21;1;1;propia_pagando;basica;2;4;0
224;740;0;-999;1;24;6.5;EMPLEADO ;B1;2200000;0.17;0;6434000;2025;0.019;36;MUJER;252892;0.11;3;2;arriendo;media;2;3;0
225;793;0;-999;1;54;6.8;EMPLEADO ;B1;2500000;0.17;0;13384000;2025;0.019;48;HOMBRE;437800;0.17;25;4;propia;media;1;2;0
226;743;0;-999;1;30;6.4;EMPLEADO ;B1;2050000;0;0;10045000;2025;0.019;55;HOMBRE;303002;0.17;8;3;propia_pagando;tecnica/tecnologica;2;4;0
227;764;0;-999;1;26;4.6;EMPLEADO ;B1;2000000;0.1;0;12542300;2025;0.019;48;HOMBRE;409500;0.2;5;1;arriendo;media;2;3;0
228;744;0;-999;1;26;6.8;EMPLEADO ;B1;3200000;0.23;0;10835000;2025;0.019;48;MUJER;353700;0.12;5;2;propia_pagando;tecnica/tecnologica;2;3;0
229;766;0;801;0;22;4.5;EMPLEADO ;C1;2400000;0;1;16284000;2025;0.019;48;HOMBRE;531600;0.25;2;1;arriendo;media;2;2;0
230;707;0;-999;1;28;7;EMPLEADO ;B1;1900000;0;0;16433000;2025;0.019;48;HOMBRE;536500;0.27;6;2;propia_pagando;tecnica/tecnologica;2;3;0
231;628;0;760;0;28;4.6;INDEPENDIETE;C1;4600000;0.23;1;11642000;2025;0.019;32;MUJER;488850;0.11;5;2;arriendo;media;2;3;0
232;727;0;-999;1;25;5.4;EMPLEADO ;B1;2800000;0;0;13545000;2025;0.019;72;HOMBRE;346300;0.12;4;;propia_pagando;tecnica/tecnologica;2;4;0
233;722;0;734;0;20;5.2;EMPLEADO ;C1;2200000;0;1;10945000;2025;0.019;36;MUJER;430400;0.2;1;2;propia_pagando;basica;2;4;0
234;770;0;-999;1;24;5.9;EMPLEADO ;B1;2100000;0.07;0;16204000;2025;0.019;72;HOMBRE;426217;0.2;3;1;arriendo;media;2;3;0
235;801;0;-999;1;29;8.5;EMPLEADO ;B1;2000000;0.19;0;10045000;2025;0.019;72;HOMBRE;264216;0.13;6;2;propia_pagando;superior;1;3;0
236;746;0;-999;1;54;5.2;INDEPENDIENTE;B1;3100000;0.2;0;13545000;2025;0.019;48;HOMBRE;422699;0.09;22;4;propia;superior;1;2;0
237;576;0;656;0;30;7.1;EMPLEADO ;B1;1400000;0;1;9,00E+06;2023;0.031;60; HOMBRE;378178;0.27;6;2;propia_pagando;media;2;3;0
238;-999;1;639;0;29;5.3;EMPLEADO ;C1;5492000;0.6;1;10545000;2024;0.0197;48;HOMBRE;328982;0.11;1;1;propia_pagando;basica;3;4;0
239;728;0;-999;1;26;5.1;EMPLEADO ;B1;2100000;0.01;0;10800000;2024;0.0208;36;HOMBRE;454713;0.23;5;1;propia_pagando;tecnica/tecnologica;2;3;0
240;748;0;753;0;20;5;INDEPENDIENTE;C1;1350000;0.33;0;11384000;2025;0.016;48;MUJER;387142;0.24;1;1;arriendo;basica;2;4;0
241;778;0;864;0;22;5.7;EMPLEADO ;C1;2000000;0;0;1,10E+07;2024;0.0208;48;MUJER;340384;0.18;2;1;arriendo;media;2;2;0
242;770;0;696;0;21;6.5;EMPLEADO ;C1;1550000;0;0;14380570;2025;0.0187;60;HOMBRE ;380787;0.23;1;1;arriendo;basica;2;4;0
243;770;0;-999;1;25;5.3;EMPLEADO ;B1;1450000;0.19;0;13674000;2025;0.0187;48;MUJER;422699;0.28;4;2;propia_pagando;tecnica/tecnologica;2;4;0
244;722;0;-999;1;25;5.1;EMPLEADO ;B1;1750000;0;0;9,00E+06;2024;0.0208;48;HOMBRE;534174;0.39;4;2;propia_pagando;media;2;3;0
245;730;0;-999;1;26;5.8;EMPLEADO ;B1;3250000;0.01;0;17495999;2024;0.0208;62;MUJER;453832;0.17;5;2;propia_pagando;media;2;3;0
246;752;0;762;0;25;5.1;EMPLEADO ;C1;1800000;0.06;1;10890001;2022;0.023;60; HOMBRE;389920;0.2;3;1;arriendo;media;2;2;0
247;730;0;-999;1;27;5.2;EMPLEADO ;B1;2300000;0.02;0;10045000;2024;0.0208;24;HOMBRE;488850;0.2;5;;propia_pagando;tecnica/tecnologica;2;3;0
248;718;0;849;0;31;6.3;EMPLEADO ;C1;1400000;0.15;1;13045000;2023;0.026;60; HOMBRE;418815;0.27;8;3;propia;media;1;3;1
249;792;0;-999;1;38;5.3;EMPLEADO ;B1;6900000;0;0;9600458;2023;0.031;72; HOMBRE;356209;0.05;10;3;propia_pagando;superior;1;3;0
250;767;0;-999;1;29;7.3;EMPLEADO ;B1;3300000;0;0;15045000;2024;0.0197;48;MUJER;465790;0.17;6;2;propia_pagando;tecnica/tecnologica;2;4;0
251;718;0;661;0;21;5.8;EMPLEADO ;C1;1600000;0.02;1;12746000;2023;0.026;60; HOMBRE;338556;0.17;2;1;arriendo;media;2;2;0
252;323;0;741;0;31;8.1;EMPLEADO ;C1;4000000;0;1;18045000;2025;0.0187;48;HOMBRE ;504958;0.13;8;3;propia_pagando;media;2;3;1
253;747;0;-999;1;26;5.4;EMPLEADO ;B1;1600000;0.01;0;9845000;2024;0.0215;72;HOMBRE;337164;0.25;4;2;propia_pagando;media;2;4;0
254;625;0;745;0;31;7;EMPLEADO ;C1;1500000;0.09;1;13134000;2023;0.031;59; HOMBRE;528491;0.33;8;3;propia_pagando;tecnica/tecnologica;1;3;0
255;783;0;-999;1;39;8.1;INDEPENDIENTE;B1;5900000;0.12;1;21045000;2024;0.0208;48;HOMBRE;680877;0.16;14;3;propia;superior;1;2;0
256;350;0;795;0;20;5.6;EMPLEADO ;C1;1749000;0.26;1;7695000;2023;0.022;24; MUJER;571290;0.38;2;1;arriendo;media;2;3;0
257;719;0;-999;1;47;7.4;EMPLEADO ;B1;2800000;0.05;0;11420000;2024;0.0208;48;MUJER;337164;0.11;18;4;propia;superior;1;2;0
258;-999;1;740;0;28;5.2;EMPLEADO ;C1;1250000;0.14;1;7310000;2025;0.0187;57;HOMBRE;255366;0.16;5;2;propia_pagando;tecnica/tecnologica;2;3;0
259;726;0;-999;1;29;5.6;EMPLEADO ;B1;1738000;0;1;8184000;2024;0.023;50; HOMBRE;249668;0.16;4;2;propia_pagando;media;1;4;0
260;763;0;-999;1;26;5.2;EMPLEADO ;B1;1700000;0;1;11737300;2024;0.0208;48;HOMBRE;358360;0.16;5;2;propia_pagando;tecnica/tecnologica;2;4;0
261;716;0;-999;1;24;6.8;INDEPENDIENTE;B1;1400000;0;0;13242000;2025;0.0187;63;HOMBRE;390466;0.25;3;1;arriendo;media;2;3;0
262;683;0;-999;1;33;9;EMPLEADO ;B1;4000000;0.33;0;13045000;2025;0.0187;48;HOMBRE;448811;0.11;8;3;propia_pagando;superior;1;3;0
263;733;0;-999;1;23;5.4;EMPLEADO ;B1;1700000;0.27;0;16545000;2025;0.0187;72;MUJER;453832;0.39;2;1;arriendo;media;2;2;0
264;682;0;-999;1;44;6.8;INDEPENDIETE;B1;2050000;0.18;0;13742300;2025;0.0187;18;HOMBRE;608676;0.26;20;4;propia;superior;1;3;0
265;746;0;-999;1;30;6.6;EMPLEADO ;B1;2200000;0.07;0;11255000;2025;0.0187;48;HOMBRE ;373414;0.15;9;3;propia;tecnica/tecnologica;1;4;1
266;764;0;-999;1;25;5.3;EMPLEADO ;B1;2800000;0.14;0;16667523;2025;0.019;68;HOMBRE;531600;0.17;4;2;propia_pagando;tecnica/tecnologica;2;4;0
267;587;0;760;0;20;4.5;EMPLEADO ;C1;1800000;0.23;0;12545000;2025;0.0187;72;MUJER;387142;0.22;1;1;arriendo;basica;2;4;0
268;699;0;820;0;19;5.2;EMPLEADO ;B1;1600000;0;0;7645000;2025;0.0187;36;HOMBRE ;215945;0.12;1;1;propia_pagando;basica;2;4;0
269;765;0;-999;1;29;7.3;EMPLEADO ;B1;2400000;0;0;15045000;2025;0.0187;48;HOMBRE ;491029;0.16;7;2;propia_pagando;tecnica/tecnologica;2;3;1
270;792;0;776;0;49;7.3;EMPLEADO ;C1;1400000;0;1;11145000;2023;0.031;48; HOMBRE;423918;0.23;22;3;propia;superior;1;3;0
271;728;0;-999;1;31;5.8;EMPLEADO ;B1;3600000;0.02;0;11884000;2024;0.0208;24;HOMBRE;492124;0.12;8;2;propia_pagando;media;2;3;0
272;750;0;-999;1;29;7.3;EMPLEADO ;B1;1900000;0;0;8184000;2023;0.03;72; HOMBRE;196200;0.11;5;2;arriendo;media;2;2;0
273;741;0;-999;1;30;6.1;EMPLEADO ;B1;2250000;0;0;10045000;2025;0.019;55;HOMBRE;348174;0.17;7;1;propia_pagando;tecnica/tecnologica;2;4;0
274;688;0;-999;1;34;5.1;EMPLEADO ;B1;2900000;0.29;0;10045000;2025;0.0187;24;HOMBRE;430400;0.18;8;3;propia_pagando;tecnica/tecnologica;2;4;0
275;276;0;821;0;24;7;EMPLEADO ;C1;1700000;0;1;9,00E+06;2024;0.025;60; HOMBRE;377401;0.23;3;1;propia_pagando;media;2;3;0
276;734;0;-999;1;24;6.4;EMPLEADO ;B1;1900000;0;0;1,60E+07;2023;0.026;72; HOMBRE;448798;0.28;3;1;arriendo;media;2;3;1
277;688;0;-999;1;26;8;EMPLEADO ;B1;2500000;0.18;0;12045000;2025;0.0187;18;HOMBRE ;533006;0.19;2;1;arriendo;media;2;3;0
278;695;0;-999;1;33;7.3;INDEPENDIENTE;B1;6800000;0;0;26045000;2025;0.0187;48;HOMBRE ;603037;0.16;9;3;propia;tecnica/tecnologica;1;3;0
279;350;0;764;0;20;5.6;INDEPENDIENTE;C1;1200000;0.26;1;7695000;2023;0.031;36; MUJER;317800;0.22;2;1;arriendo;media;2;2;0
280;712;0;-999;1;39;8.3;EMPLEADO ;B1;6700000;0.31;0;15045000;2024;0.025;72; HOMBRE;446874;0.02;9;3;propia;superior;1;3;0
281;771;0;-999;1;49;7.7;EMPLEADO ;B1;2000000;0;0;10045000;2024;0.0197;40;MUJER;358360;0.18;12;2;propia;tecnica/tecnologica;1;4;1
282;628;0;696;0;35;7.6;EMPLEADO ;C1;5000000;0.2;0;19445000;2025;0.0187;71;HOMBRE;444501;0.11;12;3;propia_pagando;media;2;3;1
283;688;0;-999;1;26;7.3;EMPLEADO ;B1;2700000;0.18;0;12945000;2025;0.0187;36;HOMBRE ;550202;0.2;4;2;propia_pagando;tecnica/tecnologica;2;3;0
284;736;0;-999;1;43;7.4;EMPLEADO ;B1;1930000;0.07;0;10045000;2025;0.0187;36;HOMBRE ;593650;0.31;17;4;propia;superior;1;3;0
285;793;0;-999;1;29;8.5;EMPLEADO ;B1;1600000;0.26;1;11885000;2025;0.0187;72;HOMBRE;328982;0.17;6;2;propia_pagando;tecnica/tecnologica;2;4;0
286;630;0;761;0;65;6.6;EMPLEADO ;C1;4000000;0.11;1;10045000;2024;0.023;36; HOMBRE;480531;0.1;25;4;propia;superior;1;2;0
287;711;0;-999;1;33;7.1;EMPLEADO ;B1;2385000;0;0;15054000;2024;0.0197;62;HOMBRE;397946;0.2;8;2;propia_pagando;tecnica/tecnologica;2;3;0
288;778;0;-999;1;41;8.1;INDEPENDIENTE;B1;3600000;0.55;0;14274200;2025;0.0187;48;MUJER;438871;0.14;11;3;propia;tecnica/tecnologica;1;3;0
289;830;0;-999;1;31;5.9;EMPLEADO ;C1;1600000;0;0;17495999;2024;0.0208;62;HOMBRE;536500;0.32;8;3;propia_pagando;media;2;3;0
290;-999;1;821;0;27;7.3;EMPLEADO ;C1;2300000;0.21;1;6684000;2024;0.025;58; MUJER;218700;0.14;5;2;arriendo;media;2;3;1
291;698;0;820;0;20;5;EMPLEADO ;C1;1600000;0;1;6045000;2025;0.019;36;HOMBRE;317800;0.23;1;1;propia_pagando;basica;2;4;0
292;733;0;-999;1;23;6.8;EMPLEADO ;B1;1500000;0;0;13242000;2025;0.0187;63;HOMBRE ;361500;0.25;2;1;arriendo;media;2;2;0
293;-999;1;794;0;25;7.3;EMPLEADO ;C1;1400000;0.19;1;11344000;2025;0.0187;72;HOMBRE;303480;0.16;1;1;propia_pagando;basica;2;4;0
294;747;0;-999;1;27;6;EMPLEADO ;B1;1300000;0;0;7,00E+06;2024;0.0215;12;MUJER;571290;0.35;6;2;propia_pagando;tecnica/tecnologica;2;4;0
295;770;0;426;0;22;5.4;EMPLEADO ;B1;1700000;0.27;0;9245000;2025;0.0187;24;MUJER;469314;0.26;2;1;arriendo;media;2;2;0
296;733;0;-999;1;28;5.4;EMPLEADO ;C1;1400000;0.1;0;11445000;2025;0.0187;63;HOMBRE ;314743;0.22;7;2;propia_pagando;tecnica/tecnologica;2;3;0
297;766;0;-999;1;22;4.6;EMPLEADO ;B1;1450000;0;0;11595000;2025;0.0187;32;HOMBRE;430400;0.27;2;2;arriendo;media;2;2;1
298;704;0;-999;1;33;7;EMPLEADO ;B1;2200000;0;0;12920000;2023;0.031;48; HOMBRE;528491;0.19;8;3;propia_pagando;superior;1;3;0
299;592;0;820;0;21;4.6;EMPLEADO ;C1;3100000;0.42;0;11642000;2025;0.0187;48;HOMBRE;360944;0.08;1;1;arriendo;basica;2;4;0
300;750;0;726;0;32;7.3;EMPLEADO ;C1;2600000;0.06;1;12945000;2023;0.03;48; HOMBRE;437250;0.17;8;3;propia_pagando;superior;1;3;0
301;718;0;661;0;24;5.1;EMPLEADO ;C1;1500000;0.27;1;12746000;2023;0.026;60; HOMBRE;398235;0.2;3;1;arriendo;media;2;3;0
302;693;0;-999;1;28;5.9;EMPLEADO ;B1;1500000;0;0;10045000;2025;0.0187;40;HOMBRE;357893;0.25;3;1;propia_pagando;basica;3;3;0
303;-999;1;704;0;27;7;EMPLEADO ;B1;1800000;0;1;11595000;2024;0.0197;60;HOMBRE;262054;0.16;5;2;propia_pagando;tecnica/tecnologica;1;3;0
304;-999;1;741;0;35;6.9;INDEPENDIETE;B1;3200000;0;1;12545000;2025;0.019;36;MUJER;530332;0.17;12;3;propia_pagando;tecnica/tecnologica;1;3;0
305;698;0;-999;1;25;5.9;INDEPENDIETE;B1;3200000;0;0;6434000;2025;0.019;36;MUJER;327931;0.13;4;2;propia_pagando;media;2;4;0
306;734;0;693;0;27;5.8;EMPLEADO ;C1;1900000;0.01;1;11445000;2022;0.03;60; HOMBRE;431230;0.3;6;2;propia_pagando;media;2;4;1
307;746;0;-999;1;32;6.4;EMPLEADO ;B1;6500000;0.32;0;16274000;2025;0.016;48;HOMBRE;485639;0.03;8;3;propia;superior;1;3;0
308;698;0;-999;1;25;7.7;EMPLEADO ;B1;1400000;0;1;16433000;2025;0.0187;72;HOMBRE;485639;0.39;3;1;arriendo;media;2;3;0
309;716;0;-999;1;29;7.5;EMPLEADO ;B1;4200000;0.28;0;14065000;2025;0.0187;48;MUJER;446838;0.1;6;2;propia_pagando;superior;1;3;0
310;722;0;-999;1;20;6.7;EMPLEADO ;B1;1500000;0.1;1;16045000;2025;0.0187;72;HOMBRE ;439534;0.21;1;1;propia_pagando;basica;2;4;1
311;685;0;-999;1;41;6.6;INDEPENDIENTE;B1;2700000;0.89;0;11634000;2023;0.031;72; MUJER;377372;0.17;2;1;propia_pagando;basica;3;4;0
312;854;0;-999;1;44;6.4;EMPLEADO ;B1;2100000;0.17;0;13742300;2025;0.019;72;HOMBRE;346300;0.14;15;4;propia;tecnica/tecnologica;1;3;0
313;793;0;-999;1;37;7.5;EMPLEADO ;B1;2300000;0;0;12545000;2025;0.019;36;HOMBRE;530332;0.18;12;3;propia;media;1;3;1
314;390;0;830;0;69;6.3;INDEPENDIENTE;C1;1743214;0;1;9174000;2023;0.031;45; HOMBRE;350281;0.2;22;4;propia;superior;1;4;0
315;-999;1;821;0;24;5.2;EMPLEADO ;C1;1850000;0.15;1;11344000;2024;0.0197;60;HOMBRE;361686;0.24;1;1;arriendo;basica;2;4;1
316;-999;1;804;0;29;8;EMPLEADO ;C1;7000000;0.23;1;15254000;2024;0.025;48; MUJER;488150;0.05;6;2;propia_pagando;superior;1;3;0
317;766;0;-999;1;33;6.4;EMPLEADO ;B1;4000000;0.06;0;12945000;2025;0.0187;24;HOMBRE ;978516;0.19;9;3;propia;tecnica/tecnologica;1;4;1
318;736;0;-999;1;33;5.3;EMPLEADO ;B1;5600000;0;0;4200000;2024;0.025;12; HOMBRE;412426;0.08;6;2;propia_pagando;media;3;3;0
319;626;0;656;0;32;5.3;EMPLEADO ;C1;2400000;0.06;1;9,00E+06;2023;0.031;60; HOMBRE;356209;0.16;1;1;propia_pagando;basica;3;4;0
320;-999;1;881;0;21;5.1;INDEPENDIENTE;C1;2970000;0;1;16284000;2025;0.0187;48;HOMBRE;477610;0.13;1;2;arriendo;basica;2;4;0
321;676;0;-999;1;34;6.5;EMPLEADO ;C1;1600000;0.02;0;12920000;2025;0.0187;48;HOMBRE ;445962;0.28;9;3;propia_pagando;tecnica/tecnologica;2;3;0
322;809;0;-999;1;45;7.2;EMPLEADO ;B1;2525000;0.21;0;16004000;2025;0.0187;72;HOMBRE;421209;0.19;14;3;propia;tecnica/tecnologica;1;4;0
323;732;0;-999;1;31;8.5;EMPLEADO ;B1;2500000;0;0;19045000;2023;0.03;48; HOMBRE;1159658;0.24;9;3;propia;superior;1;2;0
324;718;0;-999;1;28;7.5;INDEPENDIETE;B1;2000000;0;0;13242000;2025;0.019;48;HOMBRE;420006;0.22;6;2;propia_pagando;superior;1;3;0
325;854;0;-999;1;27;5.3;EMPLEADO ;B1;3100000;0.55;1;15650000;2025;0.0187;72;MUJER;415627;0.15;1;1;arriendo;basica;2;4;0
326;619;0;702;0;35;8;EMPLEADO ;C1;5500000;0;1;16645000;2024;0.023;72; HOMBRE;453832;0.1;8;3;propia;superior;1;2;0
327;698;0;-999;1;29;7.5;EMPLEADO ;B1;2038000;0;1;13242000;2025;0.0187;48;HOMBRE ;448811;0.22;6;2;propia_pagando;superior;1;3;0
328;752;0;-999;1;38;4.8;EMPLEADO ;B1;3600000;0.33;0;13545000;2024;0.0215;48;HOMBRE;447508;0.15;14;3;propia;tecnica/tecnologica;1;4;0
329;-999;1;639;0;20;5.1;EMPLEADO ;B1;1800000;0.13;1;11344000;2024;0.0197;72;HOMBRE;348174;0.16;1;1;arriendo;basica;2;4;0
330;743;0;864;0;31;5.9;EMPLEADO ;C1;1400000;0;0;10045000;2024;0.0215;72;MUJER;434354;0.28;9;3;propia_pagando;media;2;3;0
331;734;0;-999;1;36;5.9;EMPLEADO ;B1;4000000;0;0;17495999;2024;0.0215;36;MUJER;548374;0.1;10;3;propia_pagando;media;2;4;0
332;704;0;-999;1;27;5.1;EMPLEADO ;B1;2400000;0.15;0;8347000;2023;0.031;72; HOMBRE;422722;0.23;12;3;propia;tecnica/tecnologica;1;3;0
333;728;0;-999;1;31;5.7;EMPLEADO ;B1;320000;0;0;10045000;2024;0.0197;60;MUJER;361686;1.89;8;3;propia_pagando;tecnica/tecnologica;2;3;0
334;756;0;-999;1;31;4.8;EMPLEADO ;B1;6500000;0.02;0;11445000;2024;0.0208;24;HOMBRE;460786;0.02;4;2;propia;superior;1;3;1
335;803;0;-999;1;37;6.8;EMPLEADO ;B1;2900000;0;0;7045000;2024;0.025;12; HOMBRE;330955;0.14;10;3;propia;tecnica/tecnologica;1;4;0
336;719;0;864;0;20;6.1;EMPLEADO ;C1;1500000;0.61;0;18045000;2024;0.0208;60;MUJER;515261;0.32;1;1;arriendo;basica;2;4;0
337;770;0;696;0;31;7.7;EMPLEADO ;C1;2000000;0;0;11737300;2025;0.0187;36;HOMBRE ;530332;0.33;8;3;propia_pagando;superior;1;3;0
338;-999;1;779;0;25;7.3;EMPLEADO ;C1;2800000;0.23;1;4825000;2025;0.019;36;MUJER;326210;0.12;1;1;propia_pagando;basica;2;4;0
339;764;0;-999;1;24;5.9;EMPLEADO ;B1;890000;0;0;10045000;2024;0.025;50; HOMBRE;534174;0.38;3;1;arriendo;media;2;2;0
340;758;0;-999;1;46;4.5;EMPLEADO ;B1;2800000;0.02;0;7045000;2024;0.0197;24;HOMBRE;547051;0.19;15;4;propia;tecnica/tecnologica;1;3;0
341;-999;1;846;0;25;5.9;INDEPENDIETE;C1;3200000;0.27;1;13545000;2025;0.0187;48;MUJER;437992;0.16;1;1;arriendo;basica;2;4;0
342;647;0;849;0;23;6.1;EMPLEADO ;C1;2300000;0.05;1;10970000;2024;0.025;60; HOMBRE;377401;0.22;2;2;arriendo;media;2;3;0
343;758;0;-999;1;25;5.2;EMPLEADO ;B1;1800000;0.03;0;11200000;2024;0.0208;63;HOMBRE;348174;0.19;4;2;propia_pagando;tecnica/tecnologica;2;4;0
344;694;0;725;0;28;5.5;EMPLEADO ;C1;1449000;0.09;1;1,20E+07;2023;0.031;60; HOMBRE;423918;0.3;1;1;arriendo;basica;2;4;0
345;784;0;-999;1;57;5.3;INDEPENDIENTE;C1;5500000;0.35;0;14704000;2022;0.0235;70; HOMBRE;415627;0.07;22;4;propia;media;1;4;0
346;-999;1;741;0;29;6.1;EMPLEADO ;C1;2000000;0;0;8170000;2025;0.0187;48;MUJER;224488;0.11;5;2;propia_pagando;tecnica/tecnologica;2;4;0
347;762;0;-999;1;41;7.9;EMPLEADO ;B1;6300000;0.46;0;15045000;2025;0.016;36;MUJER;978516;0.16;11;4;propia;superior;1;2;0
348;751;0;-999;1;36;6.5;INDEPENDIENTE;B1;1600000;0;0;9,00E+06;2023;0.031;72; HOMBRE;315410;0.19;13;3;propia_pagando;media;2;3;0
349;-999;1;809;0;19;5.1;INDEPENDIETE;C1;1500000;0;1;10045000;2025;0.019;72;HOMBRE;306438;0.23;1;1;propia_pagando;basica;2;4;0
350;743;0;668;0;21;5.4;EMPLEADO ;C1;2000000;0.07;1;1,00E+07;2024;0.025;48; HOMBRE;358632;0.18;2;1;arriendo;media;2;2;0
351;676;0;-999;1;40;6.6;EMPLEADO ;B1;5800000;0.31;0;11695000;2025;0.019;36;HOMBRE;556731;0.13;15;4;propia;superior;1;3;0
352;756;0;-999;1;37;5.9;EMPLEADO ;B1;2000000;0.35;0;11884000;2022;0.022;72; MUJER;303480;0.1;12;3;propia;media;2;4;0
353;718;0;-999;1;24;5.8;EMPLEADO ;B1;1500000;0.05;1;1,00E+07;2024;0.025;60; HOMBRE;389920;0.23;3;1;arriendo;basica;2;3;0
354;746;0;-999;1;28;6.5;INDEPENDIENTE;B1;4800000;0.32;1;12945000;2025;0.016;36;MUJER;845000;0.1;6;2;propia_pagando;tecnica/tecnologica;2;3;1
355;728;0;-999;1;31;5.1;EMPLEADO ;B1;2500000;0.05;0;6695000;2024;0.0197;15;HOMBRE;361280;0.16;5;2;propia_pagando;tecnica/tecnologica;2;3;0
356;503;0;782;0;25;6.5;INDEPENDIENTE;C1;2700000;0.13;0;6434000;2025;0.0187;48;HOMBRE ;343998;0.15;3;1;arriendo;media;2;3;0
357;732;0;-999;1;30;6.6;EMPLEADO ;B1;3500000;0;0;12920000;2023;0.03;48; HOMBRE;528491;0.19;8;3;propia_pagando;tecnica/tecnologica;2;3;0
358;-999;1;818;0;24;5.9;EMPLEADO ;C1;1998000;0.31;1;11045000;2023;0.031;60; MUJER;403089;0.15;1;1;arriendo;media;3;4;0
359;756;0;-999;1;32;6.6;EMPLEADO ;B1;4100000;0.14;1;13742300;2025;0.0187;24;HOMBRE;550772;0.12;8;3;propia_pagando;tecnica/tecnologica;2;4;0
360;756;0;-999;1;22;7.3;EMPLEADO ;C1;990000;0;0;13242000;2024;0.0208;60;HOMBRE;362736;0.27;3;1;arriendo;media;2;3;0
361;712;0;-999;1;24;4.5;EMPLEADO ;B1;2200000;0.13;0;11384000;2024;0.025;48; HOMBRE;389920;0.22;3;1;arriendo;media;2;3;0
362;-999;1;731;0;20;5.6;EMPLEADO ;C1;1700000;0;1;10890001;2022;0.022;60; HOMBRE;389920;0.22;2;1;arriendo;tecnica/tecnologica;2;2;0
363;766;0;-999;1;25;4.8;EMPLEADO ;B1;2600000;0.32;0;13545000;2025;0.0187;72;HOMBRE;361500;0.11;4;2;propia_pagando;media;2;3;1
364;792;0;693;0;27;5.4;EMPLEADO ;C1;3300000;0.16;1;16410000;2023;0.031;70; HOMBRE;610000;0.14;2;1;arriendo;media;2;2;0
365;764;0;-999;1;24;6.2;EMPLEADO ;C1;2500000;0.1;0;10744000;2024;0.025;60; HOMBRE;370285;0.2;3;1;arriendo;media;2;3;0
366;695;0;-999;1;40;6.6;EMPLEADO ;C1;3200000;0.27;0;19445000;2023;0.027;36; HOMBRE;978516;0.29;3;1;arriendo;basica;3;3;1
367;775;0;-999;1;36;7.7;EMPLEADO ;B1;3300000;0.08;1;14065000;2024;0.023;48; HOMBRE;447508;0.17;13;3;propia;superior;1;3;0
368;708;0;-999;1;46;6.5;INDEPENDIENTE;B1;2550000;0.04;0;11745000;2024;0.0197;72;HOMBRE;348174;0.13;15;4;propia;tecnica/tecnologica;1;4;0
369;776;0;-999;1;32;7.7;EMPLEADO ;B1;1800000;0.21;0;12545000;2025;0.0187;36;HOMBRE;480531;0.18;9;3;propia_pagando;media;2;3;0
370;-999;1;860;0;33;6.5;EMPLEADO ;C1;6000000;0.11;1;15254000;2024;0.0197;48;HOMBRE;488142;0.14;8;3;propia;superior;1;4;0
371;630;0;767;0;21;5.4;EMPLEADO ;B1;3100000;0.13;1;12545000;2024;0.023;60; HOMBRE;389168;0.12;2;1;arriendo;media;2;2;0
372;767;0;-999;1;21;6.5;EMPLEADO ;B1;1800000;0.05;1;9245000;2024;0.0208;48;HOMBRE;372374;0.19;1;1;arriendo;basica;2;4;0
373;-999;1;741;0;31;6.1;EMPLEADO ;C1;3600000;0;1;10045000;2025;0.0187;24;HOMBRE ;450289;0.11;8;3;propia_pagando;tecnica/tecnologica;2;4;0
374;461;0;731;0;28;6.2;EMPLEADO ;C1;1400000;0.78;1;6359000;2022;0.022;48; MUJER;198168;0.11;5;2;propia_pagando;tecnica/tecnologica;1;4;0
375;784;0;693;0;51;5.9;INDEPENDIENTE;C1;1526000;0;1;10890001;2022;0.0235;60; HOMBRE;338556;0.24;25;4;propia_pagando;media;2;4;0
376;709;0;849;0;20;5.2;EMPLEADO ;C1;1150000;0.14;1;15545000;2024;0.025;60; HOMBRE;439534;0.28;2;1;arriendo;media;2;2;0
377;461;0;724;0;32;6.7;INDEPENDIENTE;B1;1700000;0.3;1;11045000;2022;0.0235;59; HOMBRE;351088;0.19;8;3;propia_pagando;tecnica/tecnologica;2;4;0
378;736;0;-999;1;43;7.6;EMPLEADO ;B1;5100000;0.23;0;12875000;2024;0.025;36; HOMBRE;869346;0.19;16;4;propia;superior;1;3;0
